1,1,406,380,87,213,-1,-1,-1,-1
2,1,407,381,88,213,-1,-1,-1,-1
3,1,410,381,88,213,-1,-1,-1,-1
4,1,414,381,88,214,-1,-1,-1,-1
5,1,421,382,86,213,-1,-1,-1,-1
6,1,427,382,85,212,-1,-1,-1,-1
7,1,432,381,84,212,-1,-1,-1,-1
8,1,439,379,85,212,-1,-1,-1,-1
9,1,444,380,87,212,-1,-1,-1,-1
10,1,447,380,91,213,-1,-1,-1,-1
11,1,451,380,96,214,-1,-1,-1,-1
12,1,453,380,99,215,-1,-1,-1,-1
13,1,455,381,103,216,-1,-1,-1,-1
14,1,457,382,104,216,-1,-1,-1,-1
15,1,460,382,101,215,-1,-1,-1,-1
16,1,464,382,96,214,-1,-1,-1,-1
17,1,471,378,91,215,-1,-1,-1,-1
18,1,477,375,85,216,-1,-1,-1,-1
19,1,483,375,79,216,-1,-1,-1,-1
20,1,488,375,74,216,-1,-1,-1,-1
21,1,493,376,71,213,-1,-1,-1,-1
22,1,498,379,67,207,-1,-1,-1,-1
23,1,503,383,63,199,-1,-1,-1,-1
24,1,505,383,58,198,-1,-1,-1,-1
1,2,281,376,100,236,-1,-1,-1,-1
2,2,283,377,100,235,-1,-1,-1,-1
3,2,285,377,102,233,-1,-1,-1,-1
4,2,287,376,105,232,-1,-1,-1,-1
5,2,289,376,111,233,-1,-1,-1,-1
6,2,292,377,114,234,-1,-1,-1,-1
7,2,296,376,115,235,-1,-1,-1,-1
8,2,300,377,115,235,-1,-1,-1,-1
9,2,304,378,115,236,-1,-1,-1,-1
10,2,308,378,115,238,-1,-1,-1,-1
11,2,313,378,112,241,-1,-1,-1,-1
12,2,320,376,106,241,-1,-1,-1,-1
13,2,328,375,98,241,-1,-1,-1,-1
14,2,336,373,93,243,-1,-1,-1,-1
15,2,344,371,93,244,-1,-1,-1,-1
16,2,350,371,99,244,-1,-1,-1,-1
17,2,352,372,104,243,-1,-1,-1,-1
18,2,351,374,108,243,-1,-1,-1,-1
19,2,351,377,113,241,-1,-1,-1,-1
20,2,354,380,117,239,-1,-1,-1,-1
21,2,360,381,119,239,-1,-1,-1,-1
22,2,367,381,118,241,-1,-1,-1,-1
23,2,372,380,116,243,-1,-1,-1,-1
24,2,379,379,111,243,-1,-1,-1,-1
25,2,389,377,105,244,-1,-1,-1,-1
26,2,399,376,102,246,-1,-1,-1,-1
27,2,407,375,102,246,-1,-1,-1,-1
28,2,414,373,104,244,-1,-1,-1,-1
29,2,419,373,109,243,-1,-1,-1,-1
30,2,424,373,112,245,-1,-1,-1,-1
31,2,427,372,114,245,-1,-1,-1,-1
32,2,431,373,115,245,-1,-1,-1,-1
33,2,435,373,116,245,-1,-1,-1,-1
34,2,439,373,116,245,-1,-1,-1,-1
35,2,443,374,114,242,-1,-1,-1,-1
36,2,447,376,111,240,-1,-1,-1,-1
37,2,452,377,108,241,-1,-1,-1,-1
38,2,460,377,104,242,-1,-1,-1,-1
39,2,469,374,99,242,-1,-1,-1,-1
40,2,478,371,92,241,-1,-1,-1,-1
41,2,485,370,86,240,-1,-1,-1,-1
42,2,491,371,80,241,-1,-1,-1,-1
43,2,495,371,76,240,-1,-1,-1,-1
44,2,498,369,73,240,-1,-1,-1,-1
45,2,503,364,71,243,-1,-1,-1,-1
46,2,506,368,68,241,-1,-1,-1,-1
70,3,1503,345,55,248,-1,-1,-1,-1
71,3,1494,343,64,252,-1,-1,-1,-1
72,3,1475,333,83,262,-1,-1,-1,-1
73,3,1450,330,108,266,-1,-1,-1,-1
74,3,1437,331,121,267,-1,-1,-1,-1
75,3,1432,329,125,269,-1,-1,-1,-1
76,3,1430,325,127,268,-1,-1,-1,-1
77,3,1427,323,129,270,-1,-1,-1,-1
78,3,1425,322,129,273,-1,-1,-1,-1
79,3,1433,317,125,277,-1,-1,-1,-1
80,3,1446,311,113,279,-1,-1,-1,-1
81,3,1449,309,102,278,-1,-1,-1,-1
82,3,1443,310,97,274,-1,-1,-1,-1
83,3,1435,313,97,270,-1,-1,-1,-1
84,3,1425,317,99,268,-1,-1,-1,-1
85,3,1414,321,105,266,-1,-1,-1,-1
86,3,1399,323,113,265,-1,-1,-1,-1
87,3,1388,325,120,267,-1,-1,-1,-1
88,3,1378,327,126,270,-1,-1,-1,-1
89,3,1364,327,132,272,-1,-1,-1,-1
90,3,1345,327,138,274,-1,-1,-1,-1
91,3,1322,328,143,272,-1,-1,-1,-1
92,3,1310,325,142,269,-1,-1,-1,-1
93,3,1307,321,131,270,-1,-1,-1,-1
94,3,1306,320,114,270,-1,-1,-1,-1
95,3,1303,322,101,266,-1,-1,-1,-1
96,3,1286,326,99,263,-1,-1,-1,-1
97,3,1261,331,107,261,-1,-1,-1,-1
98,3,1253,334,117,261,-1,-1,-1,-1
99,3,1230,338,130,259,-1,-1,-1,-1
100,3,1198,343,137,253,-1,-1,-1,-1
101,3,1170,347,134,249,-1,-1,-1,-1
102,3,1157,348,125,247,-1,-1,-1,-1
103,3,1150,346,115,247,-1,-1,-1,-1
104,3,1144,343,104,247,-1,-1,-1,-1
105,3,1140,341,95,247,-1,-1,-1,-1
106,3,1134,340,90,247,-1,-1,-1,-1
107,3,1124,342,88,246,-1,-1,-1,-1
108,3,1117,343,87,245,-1,-1,-1,-1
109,3,1113,344,87,247,-1,-1,-1,-1
110,3,1108,345,86,246,-1,-1,-1,-1
111,3,1104,347,86,240,-1,-1,-1,-1
80,4,1404,320,99,275,-1,-1,-1,-1
81,4,1397,323,98,270,-1,-1,-1,-1
82,4,1383,324,100,270,-1,-1,-1,-1
83,4,1366,325,109,269,-1,-1,-1,-1
84,4,1346,327,127,268,-1,-1,-1,-1
85,4,1325,331,142,265,-1,-1,-1,-1
86,4,1310,335,147,262,-1,-1,-1,-1
87,4,1302,334,148,262,-1,-1,-1,-1
88,4,1296,335,144,262,-1,-1,-1,-1
89,4,1288,335,132,263,-1,-1,-1,-1
90,4,1284,332,125,265,-1,-1,-1,-1
101,4,1228,336,139,260,-1,-1,-1,-1
102,4,1222,337,141,257,-1,-1,-1,-1
103,4,1215,339,138,254,-1,-1,-1,-1
104,4,1212,339,124,251,-1,-1,-1,-1
105,4,1208,336,113,254,-1,-1,-1,-1
106,4,1201,332,103,257,-1,-1,-1,-1
107,4,1193,329,93,256,-1,-1,-1,-1
108,4,1184,328,88,255,-1,-1,-1,-1
109,4,1176,332,88,255,-1,-1,-1,-1
110,4,1168,334,91,257,-1,-1,-1,-1
111,4,1155,333,99,258,-1,-1,-1,-1
112,4,1138,333,110,257,-1,-1,-1,-1
113,4,1125,335,120,255,-1,-1,-1,-1
114,4,1116,341,126,252,-1,-1,-1,-1
115,4,1111,345,127,251,-1,-1,-1,-1
116,4,1106,346,124,253,-1,-1,-1,-1
117,4,1100,347,119,257,-1,-1,-1,-1
118,4,1095,352,110,261,-1,-1,-1,-1
119,4,1097,356,98,263,-1,-1,-1,-1
120,4,1101,356,90,264,-1,-1,-1,-1
121,4,1105,355,86,267,-1,-1,-1,-1
122,4,1109,355,85,269,-1,-1,-1,-1
123,4,1113,354,85,269,-1,-1,-1,-1
124,4,1116,353,86,271,-1,-1,-1,-1
125,4,1118,351,90,277,-1,-1,-1,-1
126,4,1120,349,98,287,-1,-1,-1,-1
127,4,1121,345,106,296,-1,-1,-1,-1
128,4,1117,345,109,299,-1,-1,-1,-1
129,4,1119,347,108,297,-1,-1,-1,-1
130,4,1139,345,117,293,-1,-1,-1,-1
131,4,1161,345,122,289,-1,-1,-1,-1
132,4,1178,348,119,284,-1,-1,-1,-1
133,4,1187,347,115,283,-1,-1,-1,-1
134,4,1196,347,107,281,-1,-1,-1,-1
135,4,1209,349,96,275,-1,-1,-1,-1
136,4,1226,351,78,268,-1,-1,-1,-1
137,4,1231,348,76,272,-1,-1,-1,-1
84,5,867,346,81,245,-1,-1,-1,-1
85,5,866,350,90,242,-1,-1,-1,-1
86,5,865,352,105,243,-1,-1,-1,-1
87,5,867,353,113,246,-1,-1,-1,-1
88,5,868,354,116,246,-1,-1,-1,-1
89,5,869,352,117,247,-1,-1,-1,-1
90,5,871,353,118,248,-1,-1,-1,-1
91,5,874,356,118,249,-1,-1,-1,-1
92,5,879,358,117,251,-1,-1,-1,-1
93,5,889,359,113,253,-1,-1,-1,-1
94,5,901,360,106,254,-1,-1,-1,-1
95,5,911,359,99,255,-1,-1,-1,-1
96,5,907,356,93,258,-1,-1,-1,-1
97,5,898,356,88,260,-1,-1,-1,-1
98,5,926,356,88,258,-1,-1,-1,-1
99,5,947,357,91,256,-1,-1,-1,-1
100,5,952,358,95,258,-1,-1,-1,-1
101,5,957,358,98,262,-1,-1,-1,-1
102,5,962,358,96,266,-1,-1,-1,-1
103,5,967,357,92,270,-1,-1,-1,-1
104,5,971,355,88,272,-1,-1,-1,-1
105,5,978,353,84,273,-1,-1,-1,-1
106,5,997,351,74,272,-1,-1,-1,-1
107,5,1004,352,67,269,-1,-1,-1,-1
121,5,984,360,81,243,-1,-1,-1,-1
122,5,971,353,99,250,-1,-1,-1,-1
123,5,956,350,114,255,-1,-1,-1,-1
124,5,946,351,118,252,-1,-1,-1,-1
125,5,941,353,117,241,-1,-1,-1,-1
126,5,937,353,115,235,-1,-1,-1,-1
127,5,933,354,111,234,-1,-1,-1,-1
128,5,926,353,105,235,-1,-1,-1,-1
129,5,919,351,97,235,-1,-1,-1,-1
130,5,914,349,89,236,-1,-1,-1,-1
131,5,908,351,87,235,-1,-1,-1,-1
132,5,898,353,86,233,-1,-1,-1,-1
133,5,889,355,87,229,-1,-1,-1,-1
134,5,881,354,90,227,-1,-1,-1,-1
135,5,873,352,93,224,-1,-1,-1,-1
136,5,867,351,92,221,-1,-1,-1,-1
137,5,865,355,87,218,-1,-1,-1,-1
138,5,869,359,82,219,-1,-1,-1,-1
98,6,869,352,89,275,-1,-1,-1,-1
99,6,872,355,93,272,-1,-1,-1,-1
100,6,876,355,95,270,-1,-1,-1,-1
101,6,881,355,97,272,-1,-1,-1,-1
102,6,887,357,99,273,-1,-1,-1,-1
103,6,894,360,103,275,-1,-1,-1,-1
104,6,901,359,106,277,-1,-1,-1,-1
105,6,907,356,110,278,-1,-1,-1,-1
106,6,915,355,111,279,-1,-1,-1,-1
107,6,923,354,113,282,-1,-1,-1,-1
108,6,930,351,114,284,-1,-1,-1,-1
109,6,935,348,113,287,-1,-1,-1,-1
110,6,940,346,113,289,-1,-1,-1,-1
111,6,947,346,111,290,-1,-1,-1,-1
112,6,955,346,107,292,-1,-1,-1,-1
113,6,960,346,103,293,-1,-1,-1,-1
114,6,964,349,101,293,-1,-1,-1,-1
115,6,969,352,100,292,-1,-1,-1,-1
116,6,977,354,98,289,-1,-1,-1,-1
117,6,995,355,103,282,-1,-1,-1,-1
129,6,987,348,79,225,-1,-1,-1,-1
130,6,984,347,78,229,-1,-1,-1,-1
131,6,979,350,79,232,-1,-1,-1,-1
132,6,972,350,82,232,-1,-1,-1,-1
133,6,963,348,87,234,-1,-1,-1,-1
134,6,954,346,88,236,-1,-1,-1,-1
135,6,946,345,88,238,-1,-1,-1,-1
136,6,937,346,90,238,-1,-1,-1,-1
137,6,927,347,95,238,-1,-1,-1,-1
138,6,914,348,104,239,-1,-1,-1,-1
139,6,900,349,115,239,-1,-1,-1,-1
140,6,890,349,122,238,-1,-1,-1,-1
141,6,882,350,126,237,-1,-1,-1,-1
142,6,875,350,127,236,-1,-1,-1,-1
143,6,868,352,124,234,-1,-1,-1,-1
144,6,865,351,116,229,-1,-1,-1,-1
145,6,864,346,98,225,-1,-1,-1,-1
146,6,865,343,89,225,-1,-1,-1,-1
127,7,1,418,149,295,-1,-1,-1,-1
128,7,1,409,151,347,-1,-1,-1,-1
129,7,1,396,153,450,-1,-1,-1,-1
130,7,0,383,152,554,-1,-1,-1,-1
131,7,0,362,147,645,-1,-1,-1,-1
132,7,0,301,145,723,-1,-1,-1,-1
133,7,0,262,145,755,-1,-1,-1,-1
134,7,1,254,172,803,-1,-1,-1,-1
135,7,1,243,190,828,-1,-1,-1,-1
136,7,1,230,214,847,-1,-1,-1,-1
137,7,1,224,238,854,-1,-1,-1,-1
138,7,1,218,253,858,-1,-1,-1,-1
139,7,3,206,261,866,-1,-1,-1,-1
140,7,6,202,272,867,-1,-1,-1,-1
141,7,7,205,284,861,-1,-1,-1,-1
142,7,8,208,300,861,-1,-1,-1,-1
143,7,11,204,318,867,-1,-1,-1,-1
144,7,14,201,338,873,-1,-1,-1,-1
145,7,16,194,362,880,-1,-1,-1,-1
146,7,18,183,390,887,-1,-1,-1,-1
147,7,22,177,413,892,-1,-1,-1,-1
148,7,29,172,431,894,-1,-1,-1,-1
149,7,45,164,454,902,-1,-1,-1,-1
150,7,57,156,479,913,-1,-1,-1,-1
151,7,72,156,493,919,-1,-1,-1,-1
152,7,94,157,503,920,-1,-1,-1,-1
153,7,112,158,512,917,-1,-1,-1,-1
154,7,135,160,531,911,-1,-1,-1,-1
155,7,156,160,548,907,-1,-1,-1,-1
156,7,178,155,545,915,-1,-1,-1,-1
157,7,204,147,525,923,-1,-1,-1,-1
158,7,234,143,516,926,-1,-1,-1,-1
159,7,255,143,513,930,-1,-1,-1,-1
160,7,271,141,501,935,-1,-1,-1,-1
161,7,301,132,491,941,-1,-1,-1,-1
162,7,336,115,482,950,-1,-1,-1,-1
163,7,365,103,481,958,-1,-1,-1,-1
164,7,387,94,491,965,-1,-1,-1,-1
